23,(3,2,3,5,7,5,7,4,18,10),(35,35,36,36,36,37,37,38,38,38),(47,42,1),(51,43),(55,41,2),(63,6,5,3,0),(62,61,58,57,54,49,46),(53,50,45,40,4),(60,59,56,52,48,44,7),(33,32,20,12),(39,38,37,36,35,34,23,21,19,18,17,15,14,13,11,10,9,8),(31,30,29,28,27,26,25,24,22,16)
24,(10,7,4,3,6,12,14,1,3,4),(44,44,44,44,44,45,45,45,45,45),(61,60,31,30,29,28,27,26,25,24),(59,41,23,21,20,17,16),(47,46,42,18),(50,35,34),(62,45,43,32,22,1),(63,54,44,40,39,38,37,36,33,19,5,0),(58,57,56,55,53,52,51,49,48,7,6,4,3,2),(12),(14,13,8),(15,11,10,9)
25,(2,8,12,9,2,4,9,9,4,5),(41,42,42,42,42,43,43,43,43,43),(11,7),(31,25,15,10,9,4,2,1),(30,27,23,19,18,16,13,12,6,5,3,0),(51,35,28,26,24,21,20,17,14),(36,29),(47,39,22,8),(45,43,41,40,38,37,34,33,32),(55,54,53,52,50,49,48,46,42),(60,59,58,44),(63,62,61,57,56)
26,(4,2,3,3,7,12,1,10,14,8),(36,37,37,37,38,38,38,39,39,40),(33,32,29,28),(36,34),(60,59,40),(57,56,41),(63,61,44,30,27,25,24),(62,58,47,46,43,42,39,38,37,35,31,26),(45),(52,50,15,7,6,5,4,3,2,0),(55,54,53,51,49,48,14,13,12,11,10,9,8,1),(23,22,21,20,19,18,17,16)
27,(6,5,2,1,2,2,5,9,15,17),(38,39,39,39,40,40,41,41,42,42),(47,46,44,41,10,9),(63,56,40,15,8),(14,12),(45),(54,48),(49,11),(60,57,55,53,13),(62,61,59,58,52,51,50,43,42),(39,38,37,36,35,34,33,32,29,28,27,26,25,24,3),(31,30,23,22,21,20,19,18,17,16,7,6,5,4,2,1,0)
28,(1,1,4,2,7,10,13,16,2,8),(23,24,24,24,25,25,25,25,25,25),(62),(60),(63,61,58,57),(59,56),(23,7,6,4,2,1,0),(44,22,21,20,19,18,17,16,5,3),(45,43,31,30,28,25,24,14,13,12,10,9,8),(47,46,42,39,38,37,36,35,34,33,32,29,27,26,15,11),(41,40),(55,54,53,52,51,50,49,48)
29,(8,3,3,2,2,6,8,8,17,7),(41,41,42,42,43,43,44,45,45,46),(38,37,36,35,34,33,32,13),(54,40,14),(52,46,42),(44,41),(49,15),(51,50,39,10,9,8),(55,53,48,47,45,43,12,11),(62,59,20,19,17,16,1,0),(63,61,60,58,57,56,25,23,22,21,18,7,6,5,4,3,2),(31,30,29,28,27,26,24)
30,(1,6,1,8,10,8,5,15,5,5),(11,11,11,12,12,12,12,12,12,12),(39),(38,37,36,35,34,33),(32),(62,61,60,7,6,4,3,0),(27,26,25,23,19,18,16,5,2,1),(31,30,29,28,22,21,20,17),(46,45,42,41,24),(59,58,56,54,53,52,51,50,49,48,47,44,43,40,11),(63,57,55,12,9),(15,14,13,10,8)
31,(1,2,3,2,3,2,15,8,13,15),(35,35,36,36,38,38,38,38,38,38),(48),(55,52),(51,50,49),(54,53),(33,32,9),(13,11),(36,35,21,18,17,16,15,14,12,10,8,7,6,5,4),(39,38,37,34,23,22,20,19),(62,61,60,59,58,57,56,30,29,28,27,26,3),(63,47,46,45,44,43,42,41,40,31,25,24,2,1,0)
32,(4,3,5,3,3,5,1,16,19,5),(33,33,34,34,35,35,36,37,37,37),(11,10,9,8),(55,50,49),(54,53,48,13,1),(52,12,5),(14,3,2),(51,15,6,4,0),(7),(61,60,59,58,57,56,36,35,34,27,26,25,24,21,19,16),(62,45,44,43,40,39,38,37,33,32,31,30,29,28,23,22,20,18,17),(63,47,46,42,41)
33,(2,3,4,5,15,13,3,3,10,6),(37,38,38,38,38,38,38,39,39,39),(41,10),(57,53,33),(62,55,54,25),(59,58,56,28,26),(63,61,60,42,40,37,34,31,30,29,27,14,13,11,9),(47,46,45,44,43,39,38,36,35,32,24,15,8),(50,49,12),(52,51,48),(23,22,7,6,5,4,3,2,1,0),(21,20,19,18,17,16)
34,(2,10,5,4,10,10,6,5,7,5),(44,45,45,45,45,45,45,45,45,45),(3,0),(60,59,58,56,7,6,5,4,2,1),(63,62,61,57,37),(15,14,11,8),(31,23,22,21,20,18,17,13,10,9),(38,33,30,29,27,25,24,19,16,12),(47,39,36,35,28,26),(45,42,41,34,32),(52,51,50,46,44,43,40),(55,54,53,49,48)
35,(5,4,6,2,2,5,8,3,14,15),(40,40,40,41,41,42,42,43,43,44),(61,59,27,20,10),(30,25,16,14),(58,21,15,13,11,8),(62,26),(63,9),(57,29,19,18,17),(60,56,31,28,24,23,22,12),(49,43,34),(55,51,50,48,44,42,41,39,38,37,36,35,33,32),(54,53,52,47,46,45,40,7,6,5,4,3,2,1,0)
36,(7,1,1,1,6,10,6,8,13,11),(36,36,38,39,39,39,39,39,39,39),(31,29,28,27,26,25,24),(30),(16),(17),(47,18,7,2,1,0),(46,44,43,23,21,19,6,5,4,3),(45,42,41,40,22,20),(52,50,39,38,33,32,11,9),(62,61,60,56,53,51,37,36,35,34,12,10,8),(63,59,58,57,55,54,49,48,15,14,13)
37,(7,5,4,4,13,3,12,8,2,6),(44,44,44,45,45,45,45,45,45,46),(15,14,13,12,11,10,9),(23,22,21,18,17),(35,20,19,16),(39,38,37,32),(60,53,50,49,44,43,42,41,34,33,31,30,27),(26,25,8),(63,61,59,58,57,56,47,46,45,40,36,29),(62,55,54,52,51,48,28,24),(7,6),(5,4,3,2,1,0)
38,(2,2,2,4,6,1,13,18,12,4),(36,37,37,38,38,40,41,41,41,41),(3,2),(55,49),(54,53),(48,5,4,1),(52,51,50,7,6,0),(18),(57,56,35,27,22,17,15,14,13,12,11,10,9),(63,39,34,33,32,31,30,29,28,26,25,24,23,21,20,19,16,8),(61,60,59,58,46,43,42,41,40,38,37,36),(62,47,45,44)
39,(3,2,3,1,7,12,4,9,16,7),(31,33,33,34,34,34,34,34,34,34),(10,9,8),(14,13),(15,12,11),(32),(53,46,40,39,38,34,33),(52,51,49,48,45,44,43,42,41,37,36,35),(55,54,50,47),(62,60,58,56,30,24,20,1,0),(63,61,59,57,31,29,28,27,26,25,19,17,16,6,3,2),(23,22,21,18,7,5,4)
40,(6,14,6,9,3,10,8,1,5,2),(44,44,44,44,44,45,45,45,45,45),(34,23,22,19,18,16),(47,43,41,40,39,38,37,36,35,33,32,21,20,17),(55,54,52,46,45,44),(59,53,50,49,42,3,2,1,0),(58,27,6),(62,61,60,56,51,48,31,26,25,5),(63,57,30,29,28,24,7,4),(13),(15,14,12,10,9),(11,8)
41,(1,2,1,1,3,10,16,8,16,6),(24,24,25,25,25,26,26,26,26,26),(24),(27,25),(30),(26),(31,29,28),(63,62,61,60,18,17,5,4,2,1),(23,22,21,20,19,16,14,13,11,10,9,8,7,6,3,0),(59,55,52,50,49,48,15,12),(58,57,56,54,53,51,47,46,45,44,43,42,41,40,39,36),(38,37,35,34,33,32)
42,(1,8,4,3,7,5,4,10,15,7),(35,36,36,37,37,37,38,39,39,39),(2),(53,36,7,6,5,3,1,0),(58,49,34,32),(62,55,48),(61,59,57,56,54,52,39),(63,60,50,38,33),(51,37,35,4),(26,21,20,19,18,17,16,13,12,8),(44,41,31,30,29,27,25,24,23,22,15,14,11,10,9),(47,46,45,43,42,40,28)
